Customer ID,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Zip Code,Population,Churn Value,Total Customer Svc Requests,Product/Service Issues Reported,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Female,Gender_Male
9743-DQKQW,3,No,No,Yes,69,No,No,No,No,No,No,No,Yes,No,25.1,79.8,0.0,0.0,0.0,28,Yes,No,No,No,0,95320,11474,0,0,0,True,False,False,True,False,False,False,True
1215-VFYVK,4,No,No,Yes,30,Yes,No,Yes,Yes,No,Yes,Yes,No,No,48.25,202.25,0.0,61.0,0.0,19,Yes,No,No,No,0,95321,3680,0,0,0,True,False,False,False,False,True,True,False
9371-BITHB,52,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.85,1070.5,0.0,0.0,177.32,27,Yes,No,Yes,Yes,1,95322,7872,0,0,0,False,False,True,False,False,True,True,False
9093-FPDLG,11,Yes,No,Yes,4,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,94.2,999.9,0.0,40.0,104.72,54,No,No,No,No,0,95324,7177,0,0,0,True,False,False,True,False,False,True,False
0541-FITGH,2,Yes,No,Yes,24,Yes,No,No,No,No,Yes,Yes,No,Yes,62.15,113.1,0.0,27.0,96.78,59,No,No,Yes,No,0,95325,128,0,2,0,True,False,False,False,False,True,True,False
6985-HAYWX,26,Yes,Yes,Yes,10,No,Yes,No,No,No,No,No,Yes,No,79.3,2015.8,0.0,20.16,977.6,50,No,No,Yes,No,0,95326,6822,0,0,0,True,False,False,True,False,False,True,False
7508-KBIMB,24,Yes,No,Yes,53,Yes,No,Yes,No,No,No,No,No,Yes,56.25,1454.25,0.0,771.0,55.44,33,No,No,Yes,Yes,3,95327,9559,0,1,1,False,True,False,False,True,False,False,True
6838-HVLXG,12,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.3,246.7,0.0,0.0,387.84,26,Yes,No,No,No,0,95328,2130,0,2,0,True,False,False,False,False,True,True,False
1897-OKVMW,64,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.6,5817.45,0.0,0.0,2368.0,44,No,No,Yes,Yes,1,95330,10834,0,0,0,False,False,True,False,False,True,True,False
5485-ITNPC,66,Yes,No,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,85.9,5595.3,0.0,560.0,502.2600000000001,42,No,No,Yes,No,0,95333,3256,0,0,0,False,False,True,True,False,False,False,True
0233-FTHAV,60,Yes,Yes,Yes,48,No,No,Yes,No,No,No,No,Yes,Yes,79.2,4765.0,0.0,0.0,917.4,24,Yes,No,No,No,0,95334,12672,0,1,0,False,True,False,True,False,False,True,False
4644-PIZRT,17,Yes,Yes,Yes,76,Yes,No,Yes,No,Yes,No,No,Yes,Yes,70.35,1201.65,0.0,0.0,565.08,36,No,No,Yes,Yes,3,95335,683,0,3,0,False,True,False,True,False,False,False,True
8922-NPKBJ,42,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.35,867.3,0.0,0.0,1441.86,63,No,No,Yes,Yes,2,95336,36738,0,0,0,False,False,True,False,False,True,False,True
2740-TVLFN,1,Yes,Yes,Yes,2,No,No,No,No,No,No,No,Yes,Yes,50.15,50.15,0.0,0.0,39.87,42,No,No,No,No,0,95337,19867,0,2,1,True,False,False,True,False,False,False,True
7771-CFQRQ,47,Yes,No,Yes,57,No,Yes,No,Yes,No,Yes,Yes,Yes,No,63.8,3007.25,0.0,171.41,1412.82,32,No,No,Yes,Yes,3,95338,10226,0,1,0,False,False,True,True,False,False,True,False
9512-PHSMG,10,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.55,252.75,0.0,0.0,104.2,27,Yes,No,Yes,No,0,95340,59289,0,4,1,True,False,False,False,True,False,True,False
4146-SVFUD,1,Yes,No,Yes,2,No,No,No,No,No,No,No,Yes,No,44.6,44.6,0.0,0.0,45.28,45,No,No,No,No,0,95351,47536,0,1,0,True,False,False,False,False,True,False,True
1564-HJUVY,4,Yes,No,Yes,11,No,Yes,No,Yes,Yes,No,No,No,Yes,63.75,226.2,0.0,25.0,12.12,53,No,No,No,No,0,95354,27135,0,0,0,True,False,False,True,False,False,False,True
3617-XLSGQ,66,Yes,Yes,Yes,25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,109.25,7082.5,0.0,0.0,1327.26,61,No,No,Yes,Yes,2,95355,47613,0,1,0,False,False,True,True,False,False,True,False
7517-LDMPS,12,Yes,No,Yes,25,No,Yes,No,No,No,Yes,Yes,No,Yes,84.6,1017.35,0.0,254.0,30.84,31,No,No,No,No,0,95356,26055,0,1,1,True,False,False,True,False,False,True,False
7244-KXYZN,24,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.45,527.35,0.0,0.0,143.52,25,Yes,No,No,No,0,95357,13343,0,0,0,False,True,False,False,True,False,True,False
5226-NOZFC,26,Yes,No,Yes,13,No,Yes,No,No,Yes,No,No,Yes,Yes,85.75,2146.5,0.0,27.9,1049.1,48,No,No,No,No,0,95358,30668,0,0,0,True,False,False,True,False,False,False,True
1400-WIVLL,57,Yes,Yes,Yes,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,107.95,5969.85,0.0,0.0,956.46,31,No,No,Yes,No,0,95361,25384,0,1,0,False,False,True,True,False,False,False,True
8148-NLEGT,42,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,22.95,1014.25,0.0,0.0,585.9,47,No,No,Yes,Yes,3,95364,235,0,2,1,False,False,True,True,False,False,True,False
8347-GDTMP,64,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.45,1225.65,0.0,0.0,945.92,25,Yes,No,Yes,No,0,95366,12646,0,0,0,False,False,True,False,True,False,True,False
6746-WAUWT,19,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.7,386.5,0.0,0.0,504.26,62,No,No,No,No,0,95368,12466,0,0,0,False,True,False,False,True,False,False,True
0428-IKYCP,22,Yes,No,Yes,18,No,No,Yes,No,Yes,No,No,Yes,Yes,87.0,1850.65,0.0,0.0,1070.96,56,No,No,Yes,No,0,95370,25340,0,2,0,True,False,False,True,False,False,False,True
2187-PKZAY,12,Yes,No,Yes,41,No,No,No,No,No,Yes,Yes,No,Yes,79.95,1043.4,0.0,428.0,480.72,23,Yes,No,No,No,0,95374,1960,0,0,0,True,False,False,True,False,False,False,True
4003-OCTMP,31,Yes,No,Yes,15,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,64.0,1910.75,0.0,0.0,892.8000000000001,55,No,No,Yes,No,0,95376,69801,0,0,0,False,True,False,True,False,False,True,False
6652-YFFJO,11,Yes,No,Yes,17,No,No,No,No,Yes,Yes,Yes,No,Yes,64.9,716.1,0.0,122.0,149.16,42,No,No,No,No,0,95379,3979,0,0,0,True,False,False,True,False,False,True,False
7225-IILWY,68,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.75,1686.15,0.0,0.0,1824.44,36,No,No,Yes,Yes,1,95380,40545,0,0,0,False,False,True,False,False,True,False,True
3170-GWYKC,60,Yes,No,Yes,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,104.95,6236.75,0.0,0.0,1372.8,30,No,No,No,No,0,95385,274,0,1,0,True,False,False,True,False,False,True,False
9830-ECLEN,58,No,No,Yes,52,Yes,Yes,Yes,No,Yes,No,No,Yes,No,50.0,2919.85,0.0,0.0,0.0,21,Yes,No,Yes,Yes,3,95388,11463,0,0,0,False,True,False,False,False,True,False,True
2668-TZSPS,1,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.45,20.45,0.0,0.0,39.61,32,No,No,No,No,0,95403,40270,0,1,0,True,False,False,False,False,True,False,True
7446-SFAOA,37,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.85,717.5,0.0,0.0,573.87,54,No,No,Yes,No,0,95407,30876,0,3,0,False,True,False,True,False,False,True,False
9522-ZSINC,13,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.95,253.8,0.0,0.0,95.29,34,No,No,No,No,0,95409,25718,0,0,0,False,True,False,True,False,False,False,True
8234-GSZYK,43,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,26.45,1110.05,0.0,0.0,1242.7,39,No,No,No,No,0,95410,1054,0,2,1,False,False,True,True,False,False,False,True
6505-OZNPG,6,No,No,Yes,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.4,348.8,0.0,18.14,0.0,21,Yes,No,No,No,0,95412,747,0,0,0,False,False,True,False,False,True,True,False
6164-HAQTX,71,No,No,Yes,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,53.95,3888.65,0.0,0.0,0.0,46,No,No,No,No,0,95415,1374,0,0,0,False,False,True,True,False,False,False,True
7765-LWVVH,72,Yes,Yes,Yes,19,Yes,Yes,No,No,Yes,No,No,Yes,Yes,95.1,6843.15,0.0,0.0,1349.28,39,No,No,Yes,Yes,2,95420,333,0,1,0,False,False,True,True,False,False,True,False
0953-LGOVU,12,No,No,Yes,73,No,Yes,No,Yes,No,No,No,Yes,No,35.5,432.25,0.0,0.0,0.0,19,Yes,No,Yes,Yes,3,95422,13485,0,2,0,True,False,False,False,False,True,False,True
4692-NNQRU,21,Yes,No,Yes,20,No,No,Yes,Yes,No,No,No,Yes,No,79.2,1742.45,0.0,0.0,304.71,49,No,No,Yes,No,0,95425,9210,0,0,0,False,True,False,True,False,False,True,False
7742-MYPGI,6,Yes,No,Yes,10,No,No,No,Yes,No,No,No,Yes,Yes,48.8,297.35,0.0,2.97,296.70000000000005,39,No,No,Yes,Yes,2,95426,1591,0,1,0,True,False,False,False,True,False,True,False
9619-GSATL,43,Yes,No,Yes,19,No,Yes,No,Yes,No,No,No,No,No,55.45,2444.25,0.0,464.0,68.8,38,No,No,No,No,0,95429,91,0,1,0,False,True,False,True,False,False,True,False
5622-UEJFI,35,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,25.4,949.8,0.0,0.0,1146.25,53,No,No,Yes,Yes,1,95430,187,0,0,0,False,False,True,False,True,False,True,False
6203-HBZPA,52,No,No,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,63.9,3334.95,0.0,0.0,0.0,57,No,No,No,No,0,95436,6216,0,0,0,False,False,True,False,True,False,False,True
0484-FFVBJ,32,Yes,No,Yes,12,No,No,No,No,Yes,Yes,Yes,Yes,Yes,64.85,2010.95,0.0,0.0,496.64,43,No,No,No,No,0,95437,14417,0,1,0,False,True,False,True,False,False,False,True
0301-FIDRB,72,No,No,Yes,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,63.8,4684.3,0.0,1031.0,0.0,61,No,No,Yes,Yes,3,95439,476,0,2,0,False,False,True,True,False,False,True,False
4139-JPIAM,51,No,No,Yes,2,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,44.45,2181.55,0.0,0.0,0.0,31,No,No,No,No,0,95441,2349,0,0,0,True,False,False,False,True,False,False,True
2181-TIDSV,68,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.95,1303.25,0.0,0.0,1343.0,47,No,No,Yes,Yes,3,95442,4101,0,1,0,False,False,True,True,False,False,False,True
1936-CZAKF,49,No,No,Yes,27,No,Yes,No,No,Yes,Yes,Yes,Yes,No,49.65,2409.9,0.0,0.0,0.0,22,Yes,No,Yes,No,0,95444,390,0,1,0,False,False,True,False,True,False,False,True
9453-PATOS,72,Yes,No,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,85.1,6155.4,0.0,2524.0,1478.88,24,Yes,No,Yes,No,0,95445,1916,0,0,0,False,False,True,False,True,False,True,False
4402-FTBXC,54,Yes,No,Yes,24,Yes,No,Yes,No,Yes,No,No,Yes,No,89.8,4667.0,0.0,0.0,1467.18,55,No,No,No,No,0,95449,1373,0,0,0,True,False,False,False,True,False,False,True
2931-XIQBR,50,Yes,No,Yes,27,No,No,Yes,Yes,Yes,Yes,Yes,No,No,103.05,5153.5,0.0,1391.0,2374.0,41,No,No,Yes,Yes,3,95451,9902,0,0,0,False,True,False,False,True,False,True,False
0106-UGRDO,69,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,116.0,8182.85,0.0,2209.0,2657.88,55,No,No,Yes,No,0,95452,1653,0,0,0,False,False,True,True,False,False,True,False
5542-TBBWB,1,Yes,No,Yes,14,No,No,No,No,No,No,No,Yes,Yes,69.9,69.9,0.0,0.0,9.36,46,No,No,No,No,0,95453,11180,0,4,1,True,False,False,True,False,False,False,True
1930-QPBVZ,68,Yes,No,Yes,18,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,95.1,6683.4,0.0,120.3,631.7199999999999,31,No,No,Yes,Yes,2,95454,2706,0,1,0,False,False,True,True,False,False,False,True
2606-PKWJB,40,No,No,Yes,57,Yes,Yes,No,Yes,No,No,No,Yes,No,40.25,1564.05,0.0,89.15,0.0,62,No,No,No,Yes,3,95456,882,0,0,0,False,True,False,False,True,False,False,True
5322-ZSMZY,31,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.75,755.6,0.0,0.0,217.93,26,Yes,No,Yes,Yes,3,95457,2644,0,0,0,False,False,True,False,True,False,False,True
5220-AGAAX,68,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.0,1664.3,0.0,0.0,184.28,60,No,No,Yes,Yes,1,95460,2229,0,2,0,False,False,True,True,False,False,False,True
0208-BPQEJ,12,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.4,198.1,0.0,0.0,99.0,48,No,No,Yes,Yes,1,95461,7789,0,0,0,True,False,False,True,False,False,True,False
9435-JMLSX,71,Yes,No,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86.1,6045.9,0.0,36.28,391.21,39,No,No,Yes,No,0,95462,1537,0,1,0,False,False,True,True,False,False,False,True
3352-ALMCK,40,Yes,Yes,Yes,29,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,102.65,4108.15,0.0,1191.0,1311.2,42,No,No,No,No,0,95463,148,0,1,1,True,False,False,False,True,False,False,True
5312-IRCFR,64,Yes,Yes,Yes,69,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,92.85,5980.75,0.0,0.0,2398.08,21,Yes,No,Yes,Yes,3,95464,2223,0,0,0,False,True,False,True,False,False,True,False
5294-IMHHT,53,Yes,Yes,Yes,17,No,Yes,No,Yes,No,Yes,Yes,Yes,No,97.75,5043.2,0.0,0.0,1745.82,44,No,No,Yes,No,0,95465,1880,0,0,0,False,True,False,True,False,False,False,True
6176-YJWAS,72,Yes,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,No,No,Yes,97.95,7114.25,0.0,213.0,2757.6,43,No,No,Yes,No,0,95469,1884,0,1,0,False,False,True,False,True,False,False,True
5310-NOOVA,46,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.95,907.05,0.0,0.0,617.32,51,No,No,No,No,0,95470,5995,0,0,0,False,False,True,True,False,False,False,True
4526-EXKKN,40,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.6,973.95,0.0,0.0,1098.8,27,Yes,No,No,No,0,95471,298,0,0,0,False,False,True,False,True,False,False,True
5311-IHLEI,12,No,No,Yes,9,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,50.95,605.75,0.0,0.0,0.0,45,No,No,No,No,0,95472,31266,0,0,0,True,False,False,True,False,False,False,True
3987-KQDDU,9,Yes,No,Yes,6,Yes,No,No,No,No,No,No,Yes,No,75.6,661.55,0.0,0.0,189.99,58,No,No,No,No,0,95476,34314,0,3,0,True,False,False,True,False,False,False,True
3404-JNXAX,51,Yes,Yes,Yes,27,No,No,No,Yes,No,No,No,Yes,Yes,80.75,4116.9,0.0,111.16,1507.56,40,No,No,Yes,Yes,2,95482,30988,0,1,1,True,False,False,True,False,False,True,False
5131-PONJI,49,Yes,No,Yes,20,No,Yes,Yes,No,Yes,No,No,Yes,Yes,90.4,4494.65,0.0,89.89,575.26,62,No,No,Yes,Yes,3,95485,2344,0,0,0,True,False,False,False,True,False,False,True
3489-VSFRD,56,Yes,No,Yes,22,Yes,No,Yes,Yes,No,No,No,No,Yes,60.25,3282.75,0.0,722.0,1728.16,32,No,No,No,No,0,95490,13472,0,1,0,False,True,False,False,True,False,True,False
3345-JHUEO,4,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.2,55.7,0.0,0.0,186.12,29,Yes,No,No,No,0,95492,23701,0,2,2,True,False,False,True,False,False,False,True
5815-HGGHV,20,Yes,No,Yes,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,64.15,1274.45,0.0,22.94,675.6,45,No,No,Yes,No,0,95493,240,0,1,0,False,True,False,False,True,False,False,True
5260-UMPWX,26,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.25,493.95,0.0,0.0,635.44,41,No,No,Yes,Yes,1,95494,335,0,1,0,True,False,False,False,True,False,True,False
5649-RXQTV,51,Yes,No,Yes,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,99.0,5038.15,0.0,0.0,2158.83,34,No,No,No,No,0,95511,261,0,2,2,True,False,False,True,False,False,False,True
2674-MIAHT,4,Yes,Yes,Yes,51,No,Yes,No,No,No,No,No,No,Yes,80.3,324.2,0.0,165.0,154.96,26,Yes,No,No,No,0,95514,199,0,1,2,True,False,False,False,True,False,True,False
2576-HXMPA,1,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.55,19.55,0.0,0.0,8.23,30,No,No,No,No,0,95519,15921,0,2,0,True,False,False,False,True,False,True,False
7587-AOVVU,27,Yes,Yes,Yes,15,Yes,Yes,No,Yes,Yes,No,No,Yes,No,100.75,2793.55,0.0,0.0,379.89,39,No,No,Yes,Yes,1,95521,19596,0,2,0,True,False,False,True,False,False,False,True
6898-MDLZW,12,Yes,No,Yes,3,No,Yes,No,Yes,No,No,No,No,Yes,53.75,648.65,0.0,19.0,21.6,53,No,No,No,No,0,95525,1584,0,1,0,True,False,False,False,True,False,False,True
4707-YNOQA,34,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,25.6,917.15,0.0,0.0,873.46,57,No,No,Yes,Yes,1,95527,485,0,2,0,False,True,False,False,True,False,True,False
9357-UJRUN,24,Yes,Yes,Yes,4,Yes,No,No,Yes,No,No,No,Yes,Yes,58.35,1346.9,0.0,0.0,816.24,50,No,No,Yes,No,0,95528,1072,0,0,0,False,True,False,True,False,False,False,True
7663-CUXZB,59,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,113.75,6561.25,0.0,0.0,883.82,34,No,No,Yes,No,0,95537,228,0,1,0,False,False,True,True,False,False,False,True
0258-NOKBL,3,Yes,No,Yes,73,No,Yes,Yes,No,No,Yes,Yes,No,No,90.4,268.45,0.0,196.0,94.44,22,Yes,No,No,No,0,95540,12241,0,1,0,True,False,False,True,False,False,False,True
1163-VIPRI,65,Yes,Yes,Yes,47,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,109.3,7337.55,0.0,3449.0,861.25,22,Yes,No,Yes,Yes,2,95542,2423,0,0,0,False,False,True,True,False,False,True,False
9348-ROUAI,59,Yes,Yes,Yes,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,90.3,5194.05,0.0,124.66,2775.95,50,No,No,Yes,Yes,2,95545,82,0,0,0,False,False,True,False,True,False,True,False
9443-JUBUO,72,No,No,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.25,4478.85,0.0,0.0,0.0,24,Yes,No,Yes,Yes,3,95546,3041,0,0,0,False,False,True,False,True,False,False,True
3043-TYBNO,3,Yes,No,Yes,11,No,No,No,Yes,No,Yes,Yes,Yes,No,60.65,196.9,0.0,2.17,67.47,43,No,No,No,No,0,95549,264,0,1,0,True,False,False,False,True,False,False,True
4830-FAXFM,19,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,24.1,439.2,0.0,0.0,275.12,62,No,No,No,Yes,2,95550,155,0,2,0,True,False,False,False,True,False,False,True
5906-BFOZT,1,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.5,19.5,0.0,0.0,8.02,54,No,No,No,No,0,95551,1447,0,0,0,True,False,False,False,True,False,False,True
2960-NKRSO,24,Yes,No,Yes,24,No,Yes,Yes,Yes,No,No,No,Yes,Yes,85.95,2107.15,0.0,0.0,228.72,60,No,No,No,No,0,95552,265,0,2,0,True,False,False,True,False,False,False,True
5598-IKHQQ,72,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,25.45,1866.45,0.0,0.0,486.0,39,No,No,No,No,0,95554,644,0,0,0,False,False,True,False,True,False,True,False
0397-ZXWQF,67,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.5,1430.95,0.0,0.0,3169.77,24,Yes,No,No,No,0,95555,494,0,1,0,False,False,True,True,False,False,False,True
5266-PFRQK,52,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,20.85,1071.6,0.0,0.0,2052.96,47,No,No,Yes,Yes,3,95556,574,0,0,0,False,True,False,False,True,False,False,True
4674-HGNUA,71,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,89.9,6457.15,0.0,1743.0,2224.43,57,No,No,Yes,Yes,3,95558,300,0,0,0,False,False,True,False,True,False,False,True
6765-MBQNU,26,Yes,Yes,No,0,No,No,No,No,No,No,No,No,No,26.0,684.05,0.0,0.0,870.22,56,No,No,Yes,No,0,95559,163,0,1,1,False,True,False,False,True,False,True,False
9786-IJYDL,35,Yes,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,113.2,3914.05,0.0,0.0,1067.5,49,No,No,No,No,0,95560,1851,0,0,0,False,False,True,False,True,False,True,False
1303-SRDOK,55,Yes,No,Yes,17,No,No,No,No,No,No,No,No,Yes,69.05,3842.6,0.0,653.0,1532.85,52,No,No,Yes,Yes,2,95562,3284,0,1,0,False,False,True,False,True,False,True,False
3769-MHZNV,33,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.1,670.35,0.0,0.0,800.91,61,No,No,Yes,Yes,3,95563,660,0,1,1,False,False,True,False,True,False,True,False
6295-OSINB,72,Yes,Yes,Yes,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.65,7880.25,0.0,0.0,496.08,20,Yes,No,Yes,No,0,95564,395,0,1,0,False,False,True,True,False,False,False,True
3308-MHOOC,1,Yes,No,No,0,No,No,No,No,No,No,No,No,Yes,19.2,19.2,0.0,0.0,17.89,37,No,No,No,Yes,3,95565,1125,0,0,0,True,False,False,False,True,False,False,True
4177-JPDFU,12,No,No,Yes,6,No,Yes,No,Yes,No,No,No,Yes,No,34.0,442.45,0.0,0.0,0.0,35,No,No,No,No,0,95569,400,0,0,0,True,False,False,False,True,False,False,True
2239-CFOUJ,1,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.4,20.4,0.0,0.0,27.5,27,Yes,No,Yes,Yes,2,95570,2369,0,3,0,False,True,False,False,True,False,False,True
8046-DNVTL,62,No,No,Yes,29,Yes,Yes,No,Yes,No,No,No,No,Yes,38.6,2345.55,0.0,680.0,0.0,56,No,No,Yes,No,0,95571,270,0,2,0,False,False,True,False,True,False,False,True
2209-XADXF,1,No,No,Yes,15,No,No,No,No,No,No,No,Yes,No,25.25,25.25,0.0,0.0,0.0,40,No,No,No,No,0,95573,1666,0,2,0,True,False,False,True,False,False,True,False
6620-JDYNW,18,Yes,Yes,Yes,9,Yes,No,Yes,No,No,No,No,Yes,Yes,60.6,1156.35,0.0,0.0,197.46,64,No,No,No,No,0,95585,321,0,0,0,True,False,False,False,True,False,True,False
4770-UEZOX,2,Yes,No,Yes,52,No,Yes,No,No,No,No,No,No,Yes,74.75,144.8,0.0,75.0,87.12,19,Yes,No,No,No,0,92028,42239,0,0,0,True,False,False,True,False,False,False,True
1038-RQOST,19,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.6,414.95,0.0,0.0,89.3,43,No,No,Yes,Yes,2,95595,259,0,3,1,True,False,False,False,True,False,False,True
4568-TTZRT,9,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.4,181.8,0.0,0.0,123.48,36,No,No,No,No,0,95602,18197,0,0,0,True,False,False,False,True,False,False,True
9513-DXHDA,27,Yes,No,Yes,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,81.7,2212.55,0.0,89.0,1329.75,58,No,No,No,No,0,95603,24944,0,1,0,False,True,False,True,False,False,False,True
8084-OIVBS,11,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.0,211.95,0.0,0.0,511.39,31,No,No,No,No,0,95612,1417,0,1,1,False,True,False,False,True,False,True,False
8896-BQTTI,1,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Yes,25.0,25.0,0.0,0.0,3.39,41,No,No,No,No,0,95614,3674,0,0,0,True,False,False,False,True,False,False,True
3352-RICWQ,9,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.75,210.65,0.0,0.0,145.17,45,No,No,Yes,Yes,2,95616,67411,0,1,0,False,False,True,False,True,False,True,False
2160-GPFXD,54,Yes,Yes,Yes,52,Yes,Yes,No,Yes,No,No,No,No,Yes,65.65,3566.7,0.0,1855.0,1327.86,25,Yes,No,Yes,Yes,2,95618,648,0,2,0,False,False,True,False,True,False,False,True
2065-MMKGR,29,Yes,Yes,Yes,4,No,No,No,No,Yes,Yes,Yes,No,Yes,71.0,2080.1,0.0,83.0,1200.02,47,No,No,No,No,0,95619,4426,0,0,0,False,True,False,False,True,False,True,False
1498-NHTLT,59,Yes,No,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,86.75,5186.0,0.0,3786.0,2499.83,21,Yes,No,Yes,Yes,3,95621,41636,0,2,0,False,False,True,True,False,False,False,True
1402-PTHGN,18,Yes,No,Yes,51,Yes,Yes,No,Yes,No,No,No,No,Yes,61.5,1087.45,0.0,555.0,726.48,22,Yes,No,Yes,Yes,2,95624,38534,0,2,0,False,True,False,False,True,False,True,False
5199-FPUSP,33,No,No,Yes,12,Yes,No,No,Yes,No,No,No,Yes,No,34.05,1113.95,0.0,0.0,0.0,64,No,No,No,Yes,2,95627,2756,0,1,0,False,True,False,False,True,False,False,True
6377-KSLXC,5,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.95,107.05,0.0,0.0,120.8,31,No,No,No,No,0,95628,40750,0,0,0,True,False,False,False,True,False,False,True
1796-JANOW,2,Yes,No,No,0,No,No,No,No,No,No,No,No,No,19.95,38.15,0.0,0.0,69.14,33,No,No,No,No,0,95629,850,0,0,0,True,False,False,False,True,False,True,False
0238-WHBIQ,72,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.7,6339.3,0.0,0.0,2430.0,25,Yes,No,Yes,Yes,1,95630,51855,0,0,0,False,False,True,False,True,False,False,True
8735-NBLWT,9,Yes,No,No,0,No,No,No,No,No,No,No,No,No,20.4,184.1,0.0,0.0,412.47,34,No,No,No,Yes,2,95631,5714,0,0,0,True,False,False,False,True,False,False,True
